author_id,tweet_id,time_zone,utc_offset,access
2984077096,993201535831207936,Vienna,7200,2018-05-06 18:57:22
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-07 02:21:33
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-06 16:45:04
2596413645,949351676976103424,Pacific Time (US & Canada),-25200,2018-05-06 20:03:24
2414616132,993219701651079168,Pacific Time (US & Canada),-25200,2018-05-06 20:03:24
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-07 02:23:01
338531502,993315235330224128,America/Chicago,-18000,2018-05-07 02:23:01
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 18:59:56
304058032,993203729754198016,London,3600,2018-05-06 18:59:56
3244921294,993142813503221763,Pacific Time (US & Canada),-25200,2018-05-06 15:38:26
3089155533,993155529739591680,Bern,7200,2018-05-07 03:26:24
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-07 00:16:04
954124423,991717019887329280,Atlantic Time (Canada),-10800,2018-05-06 23:15:01
3244921294,993235895640887296,Pacific Time (US & Canada),-25200,2018-05-06 21:10:51
738153522277945344,992912379150090240,Pacific Time (US & Canada),-25200,2018-05-06 11:33:34
1245118692,993091397879296000,Central Time (US & Canada),-18000,2018-05-06 11:33:34
2336640031,993204635736444928,Amsterdam,7200,2018-05-06 19:03:32
428333,993268600873062400,Eastern Time (US & Canada),-14400,2018-05-06 23:18:34
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-07 01:25:26
376776882,992133667005849600,Cairo,7200,2018-05-06 11:02:03
954124423,993186841745641472,Atlantic Time (Canada),-10800,2018-05-06 22:19:52
556982421,993254044599832576,Eastern Time (US & Canada),-14400,2018-05-06 22:19:52
3089155533,993210385506488320,Bern,7200,2018-05-07 00:22:09
630593966,993284818241818624,London,3600,2018-05-07 00:22:09
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-06 20:11:54
3244921294,993235895640887296,Pacific Time (US & Canada),-25200,2018-05-06 21:15:23
223263548,993237816854417409,Amsterdam,7200,2018-05-06 21:15:23
3244921294,993102523656474626,Pacific Time (US & Canada),-25200,2018-05-06 21:15:48
403436252,993237921699323905,Pacific Time (US & Canada),-25200,2018-05-06 21:15:48
126758373,992901403214516224,America/New_York,-14400,2018-05-07 03:32:54
954124423,993159442601570304,Atlantic Time (Canada),-10800,2018-05-07 02:31:13
17494767,993317298902454272,Pacific Time (US & Canada),-25200,2018-05-07 02:31:13
955730343021219840,993142758696202240,Pacific Time (US & Canada),-25200,2018-05-06 21:16:43
2596413645,993190833439498240,Pacific Time (US & Canada),-25200,2018-05-07 01:28:34
738153522277945344,992883370265739264,Pacific Time (US & Canada),-25200,2018-05-06 11:37:47
954124423,993164260632092672,Atlantic Time (Canada),-10800,2018-05-07 02:33:05
2596413645,993228192042270720,Pacific Time (US & Canada),-25200,2018-05-07 01:29:54
49907425,993301868070633473,Pacific Time (US & Canada),-25200,2018-05-07 01:29:54
954124423,993221198803800064,Atlantic Time (Canada),-10800,2018-05-06 20:14:55
3244921294,993237851709100040,Pacific Time (US & Canada),-25200,2018-05-06 21:18:40
738153522277945344,993268109510234112,Pacific Time (US & Canada),-25200,2018-05-07 01:30:05
