id,country_code,name,place_type
991461919973429249,US,Houston,city
991805411689992194,US,Midtown,neighborhood
991788974237802496,ZA,Umlazi,city
991059379939168256,US,Reserve,city
991669748416110592,IN,Tirupati,city
991779127945506816,US,Fresno,city
991779127945506816,US,Fresno,city
991900505944313856,IN,Mumbai,city
991901563202560001,IN,Mumbai,city
991900505944313856,IN,Mumbai,city
991901563202560001,IN,Mumbai,city
991854371825598465,US,Anaheim,city
991059379939168256,US,Reserve,city
991803634315739137,US,Tustin,city
989227408552325120,US,Houston,city
990758996649828352,US,Boulder,city
991865375271899136,US,Dallas,city
991816809115512835,US,South Carolina,admin
991816809115512835,US,South Carolina,admin
991903617148899329,US,Orlando,city
992686939651428352,ZA,Sandton,city
992686939651428352,ZA,Sandton,city
991715184954761216,US,Virginia Beach,city
991838106310586368,US,Athens,city
991870539932168193,US,Salt Lake City,city
991756300588634112,GB,Soham,city
992701373769764865,GB,Llandudno,city
942490599378341888,US,Dallas,city
991821723346579456,GB,Great Yarmouth,city
991772704524132353,US,Minnetonka,city
991821723346579456,GB,Great Yarmouth,city
991805428496523264,US,Mount Laurel,city
991772369608818688,US,Los Angeles,city
991089176769576961,US,Reno,city
991089176769576961,US,Reno,city
858794729856749569,GB,Edinburgh,city
858794729856749569,GB,Edinburgh,city
990569958110351361,US,Durham,city
991870366443278336,US,Livonia,city
991870366443278336,US,Livonia,city
991856832372129793,US,San Francisco,city
991856832372129793,US,San Francisco,city
992655236870307840,FR,Tremblay-en-France,city
991821731739287552,AU,Melbourne,city
991847979802877953,US,Georgia,admin
992655236870307840,FR,Tremblay-en-France,city
991772712908611586,GB,Oxford,city
991772712908611586,GB,Oxford,city
991828391207694336,MY,Putrajaya,city
991416402585235456,US,Tysons Corner,city
942490599378341888,US,Dallas,city
991870763140505600,US,Millcreek,city
991870763140505600,US,Millcreek,city
991870763174162432,US,Missouri City,city
991903638132961280,IN,Mumbai,city
991452508735393792,US,Arlington,city
991452508735393792,US,Arlington,city
942490599378341888,US,Dallas,city
991063906310393856,US,Parkland,city
991854392776114176,CA,Vancouver,city
942490599378341888,US,Dallas,city
992604678184751104,US,Springfield,city
991061118847279104,GB,Portishead,city
990981885194129408,GB,Aberdeen,city
990010580315537408,US,Waco,city
990987122894036992,US,Graham,city
990981885194129408,GB,Aberdeen,city
990010580315537408,US,Waco,city
990987122894036992,US,Graham,city
991737519631978496,GB,Lambeth,city
991825432403152896,US,Sandy Springs,city
991772721284599809,US,Texas,admin
991839260784422912,US,Lombard,city
991739879905095680,CA,Cambridge,city
991903646488014848,US,Security,city
858794729856749569,GB,Edinburgh,city
992701407336771584,PK,Lahore,city
992378404359016448,IN,Noida,city
992378404359016448,IN,Noida,city
984881903529594881,US,Orlando,city
991745358022807552,US,Manhattan,city
991745358022807552,US,Manhattan,city
991537789391941634,US,Scottsdale,city
991825323397394432,US,Texas,admin
991841945566699520,US,York Comprehensive High School Gymnasium,poi
991880973057851393,US,Lynwood,city
991486317488943106,US,Minneapolis,city
991788152158289921,GB,Newcastle Upon Tyne,city
991655315744677889,US,South Carolina,admin
991409486219890688,US,Memphis,city
991887158708334593,US,Jackson,city
991789016189202437,US,United States,country
991789020354088963,US,Stillwater,city
